Source,Package name,Package ID,ISBN,Book Title,Year,ISSN,Series Title,Volume,Imprint,Editor(s)/Author(s),Available Online,Shortcut URL
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2011",EBCBGMB11,9780123809209,"The Laboratory Rabbit, Guinea Pig, Hamster, and Other Rodents",2012,,American College of Laboratory Animal Medicine,,Academic Press,"Mark A. Suckow, Karla A. Stevens and Ronald P. Wilson",16-Dec-2011,http://www.sciencedirect.com/science/book/9780123809209
S&T,eBook - Computer Science 2011,EBCCS11,9780123785916,Global UX,2011,,,,Morgan Kaufmann,Whitney Quesenbery and Daniel Szuc,16-Dec-2011,http://www.sciencedirect.com/science/book/9780123785916
S&T,eBook - Earth and Planetary Sciences 2011,EBCEPS11,9780444530004,Deep-Sea Sediments,2011,0070-4571,Developments in Sedimentology,63C,Elsevier,"Heiko HuNeke, Thierry Mulder",16-Dec-2010,http://www.sciencedirect.com/science/book/9780444530004
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2011",EBCBGMB11,9780123878199,"Growth Factors and Their Receptors in Cell Differentiation, Cancer and Cancer Therapy",2011,,,,Elsevier,Gajanan V. Sherbet,15-Jul-2011,http://www.sciencedirect.com/science/book/9780123878199
S&T,eBook - Chemical Engineering 2011,EBCCE11,9780444537218,Best Practices for Environmental Project Teams,2011,,,,Elsevier,Stephen Massey,15-Jul-2011,http://www.sciencedirect.com/science/book/9780444537218
S&T,eBook - Engineering 2011,EBCE11,9781437735147,Applied Plastics Engineering Handbook,2011,,Plastics Design Library,,William Andrew Publishing,Myer Kutz,15-Jul-2011,http://www.sciencedirect.com/science/book/9781437735147
S&T,eBook - Engineering 2011,EBCE11,9780123850812,Matlab (Second Edition),2012,,,,Butterworth-Heinemann,Stormy Attaway,15-Jul-2011,http://www.sciencedirect.com/science/book/9780123850812
S&T,eBook - Materials Science 2011,EBCMS11,9780080967899,Extractive Metallurgy of Copper (Fifth Edition),2011,,,,Elsevier,"Mark E. Schlesinger, Matthew J. King, Kathryn C. Sole and William G. Davenport",15-Jul-2011,http://www.sciencedirect.com/science/book/9780080967899
HS,eBook - Clinical Medicine 2011,EBCCM11,9780443069673,Brain Tumors (Third Edition),2011,,,,W.B. Saunders,,15-Dec-2011,http://www.sciencedirect.com/science/book/9780443069673
HS,eBook - Health Professions 2011,EBCHP11,9780323068956,Contemporary Esthetic Dentistry,2012,,,,Mosby,Steven D. Waldman,15-Dec-2011,http://www.sciencedirect.com/science/book/9780323068956
HS,eBook - Veterinary Medicine 2011,EBCVM11,9781437706574,Small Animal Clinical Diagnosis by Laboratory Methods (Fifth Edition),2012,,,,W.B. Saunders,"Vern L. Katz, Gretchen Lentz, Rogerio A. Lobo and David Gershenson",15-Dec-2011,http://www.sciencedirect.com/science/book/9781437706574
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2011",EBCPTPS11,9780444535849,Advances in Molecular Toxicology,2010,1872-0854,Advances in Molecular Toxicology,4C,Elsevier,James C. Fishbein,14-May-2010,http://www.sciencedirect.com/science/book/9780444535849
S&T,eBook - Agricultural and Biological Sciences 2011,EBCABS11,9780123820181,Pulse Foods,2011,,,,Academic Press,"Brijesh K. Tiwari, Aoife Gowen and Brian McKenna",14-Mar-2011,http://www.sciencedirect.com/science/book/9780123820181
S&T,eBook - Computer Science 2011,EBCCS11,9780123744944,Architecture of Network Systems,2011,,,,Morgan Kaufmann,Dimitrios Serpanos and Tilman Wolf,14-Mar-2011,http://www.sciencedirect.com/science/book/9780123744944
S&T,eBook - Computer Science 2011,EBCCS11,9780123822314,Brave NUI World,2011,,,,Morgan Kaufmann,Daniel Wigdor and Dennis Wixon,14-Mar-2011,http://www.sciencedirect.com/science/book/9780123822314
S&T,eBook - Computer Science 2011,EBCCS11,9780123820204,Database Modeling and Design (Fifth Edition),2011,,The Morgan Kaufmann Series in Data Management Systems,,Morgan Kaufmann,"Toby J. Teorey, Sam S. Lightstone, Tom Nadeau  and H.V. Jagadish",14-Mar-2011,http://www.sciencedirect.com/science/book/9780123820204
S&T,eBook - Chemical Engineering 2011,EBCCE11,9780123750495,-- Book Title not available --,2011,1573-4285,Interface Science and Technology,18C,Elsevier,"Soo-Jin Park, Min-Kang Seo",14-Jul-2011,http://www.sciencedirect.com/science/book/9780123750495
S&T,eBook - Agricultural and Biological Sciences 2011,EBCABS11,9780123808868,Flour and Breads and their Fortification in Health and Disease Prevention,2011,,,,Academic Press,"Victor Preedy, Ronald Watson and Vinood Patel",14-Jan-2011,http://www.sciencedirect.com/science/book/9780123808868
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2011",EBCBGMB11,9780123705815,Structural Biology Using Electrons and X-rays,2011,,,,Academic Press,Michael F. Moody,14-Jan-2011,http://www.sciencedirect.com/science/book/9780123705815
S&T,eBook - Computer Science 2011,EBCCS11,9780123748560,Data Mining (Third Edition),2010,,The Morgan Kaufmann Series in Data Management Systems,,Morgan Kaufmann,"Ian H. Witten, Eibe Frank and Mark A. Hall",14-Jan-2011,http://www.sciencedirect.com/science/book/9780123748560
S&T,eBook - Computer Science 2011,EBCCS11,9780123751065,Developing High Quality Data Models,2011,,,,Morgan Kaufmann,Matthew West,14-Jan-2011,http://www.sciencedirect.com/science/book/9780123751065
S&T,eBook - Computer Science 2011,EBCCS11,9781597496254,Securing SQL Server,2011,,,,Syngress,Denny Cherry,14-Jan-2011,http://www.sciencedirect.com/science/book/9781597496254
S&T,eBook - Engineering 2011,EBCE11,9781437744613,Handbook of Adhesives and Surface Preparation,2011,,,,William Andrew Publishing,Sina Ebnesajjad,14-Jan-2011,http://www.sciencedirect.com/science/book/9781437744613
S&T,eBook - Engineering 2011,EBCE11,9780080966748,Hydraulics and Pneumatics (Third Edition),2011,,,,Butterworth-Heinemann,Andrew Parr,14-Jan-2011,http://www.sciencedirect.com/science/book/9780080966748
S&T,eBook - Environmental Science 2011,EBCES11,9780123814265,Field Guide to Freshwater Invertebrates of North America,2011,,,,Academic Press,James H. Thorp and D. Christopher Rogers,14-Jan-2011,http://www.sciencedirect.com/science/book/9780123814265
S&T,eBook - Finance 2011,EBCF11,9780123748386,An Introduction to Trading in the Financial Markets: Market Basics,2011,,,,Academic Press,"R. ""Tee"" Williams",14-Jan-2011,http://www.sciencedirect.com/science/book/9780123748386
S&T,eBook - Finance 2011,EBCF11,9780123748393,An Introduction to Trading in the Financial Markets,2011,,,,Academic Press,"R. ""Tee"" Williams",14-Jan-2011,http://www.sciencedirect.com/science/book/9780123748393
S&T,eBook - Finance 2011,EBCF11,9780123750822,International Investments in Private Equity,2011,,,,Academic Press,Peter Cornelius,14-Jan-2011,http://www.sciencedirect.com/science/book/9780123750822
S&T,eBook - Forensics 2011,EBCFOR11,9781597496131,Cybercrime and Espionage,2011,,,,Syngress,Will Gragido and John Pirc,14-Jan-2011,http://www.sciencedirect.com/science/book/9781597496131
S&T,eBook - Forensics 2011,EBCFOR11,9781597495806,Windows Registry Forensics,2011,,,,Syngress,Harlan Carvey,14-Jan-2011,http://www.sciencedirect.com/science/book/9781597495806
S&T,eBook - Forensics 2011,EBCFOR11,9781597496230,XBOX 360 Forensics,2011,,,,Syngress,Steven Bolt,14-Jan-2011,http://www.sciencedirect.com/science/book/9781597496230
S&T,eBook - Mathematics 2011,EBCM11,9780123849588,Computability Theory,2011,,,,Academic Press,Herbert B. Enderton,14-Jan-2011,http://www.sciencedirect.com/science/book/9780123849588
S&T,eBook - Mathematics 2011,EBCM11,9780123849564,Introductory Statistical Thermodynamics,2011,,,,Academic Press,"Nils Dalarsson, Mariana Dalarsson and Leonardo Golubovic",14-Jan-2011,http://www.sciencedirect.com/science/book/9780123849564
S&T,eBook - Mathematics 2011,EBCM11,9780123846525,Traveling Wave Analysis of Partial Differential Equations,2011,,,,Academic Press,Graham Griffiths and William E. Schiesser,14-Jan-2011,http://www.sciencedirect.com/science/book/9780123846525
S&T,eBook - Engineering 2011,EBCE11,9780123819574,Applied Drilling Circulation Systems,2011,,,,Gulf Professional Publishing,"Boyun Guo, PhD, and Gefei Liu",14-Feb-2011,http://www.sciencedirect.com/science/book/9780123819574
S&T,eBook - Energy 2011,EBCEN11,9780123838803,Geothermal Reservoir Engineering (Second Edition),2011,,,,Academic Press,Malcolm Alister Grant and Paul F. Bixley,14-Feb-2011,http://www.sciencedirect.com/science/book/9780123838803
S&T,eBook - Materials Science 2011,EBCMS11,9780080966724,Introduction to Dislocations (Fifth Edition),2011,,,,Butterworth-Heinemann,D. Hull and D.J. Bacon,14-Feb-2011,http://www.sciencedirect.com/science/book/9780080966724
S&T,eBook - Physics and Astronomy 2011,EBCPA11,9780123838742,Classical and Quantum Information,2011,,,,Academic Press,Dan C. Marinescu,14-Feb-2011,http://www.sciencedirect.com/science/book/9780123838742
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2011",EBCPTPS11,9780123820327,Reproductive and Developmental Toxicology,2011,,,,Academic Press,Ramesh C. Gupta,14-Feb-2011,http://www.sciencedirect.com/science/book/9780123820327
S&T,eBook - Computer Science 2011,EBCCS11,9781597496650,Low Tech Hacking,2012,,,,Syngress,"Jack Wiles, Terry Gudaitis, Jennifer Jabbusch, Russ Rogers and Sean Lowther",13-Dec-2011,http://www.sciencedirect.com/science/book/9781597496650
S&T,eBook - Engineering 2011,EBCE11,9780123852144,Lifelong Learning for Engineers and Scientists in the Information Age,2012,,,,Elsevier,"Ashok Naimpally, Hema Ramachandran and Caroline Smith",13-Dec-2011,http://www.sciencedirect.com/science/book/9780123852144
S&T,eBook - Engineering 2011,EBCE11,9781437734614,Fluoropolymer Additives,2013,,,,William Andrew Publishing,Sina Ebnesajjad and Richard Morgan,13-Dec-2011,http://www.sciencedirect.com/science/book/9781437734614
S&T,eBook - Energy 2011,EBCEN11,9780123884466,Nuclear Safety in Light Water Reactors,2012,,,,Academic Press,Bal Raj Sehgal,13-Dec-2011,http://www.sciencedirect.com/science/book/9780123884466
S&T,eBook - Materials Science 2011,EBCMS11,9780123851420,Functional Materials,2012,,,,Elsevier,S. Banerjee and A. Tyagi,13-Dec-2011,http://www.sciencedirect.com/science/book/9780123851420
S&T,eBook - Engineering 2011,EBCE11,9780124158016,"Universe, Human Immortality and Future Human Evaluation",2012,,,,Elsevier,Alexander Bolonkin,13-Dec-2011,http://www.sciencedirect.com/science/book/9780124158016
S&T,eBook - Chemistry 2011,EBCC11,9780124160255,Basic Equations of the Mass Transport through a Membrane Layer,2012,,,,Elsevier,Endre Nagy,13-Dec-2011,http://www.sciencedirect.com/science/book/9780124160255
S&T,eBook - Psychology 2011,EBCP11,9780124160293,The Scientific Foundation of Neuropsychological Assessment,2012,,,,Elsevier,Elbert W. Russell,13-Dec-2011,http://www.sciencedirect.com/science/book/9780124160293
S&T,eBook - Neuroscience 2011,EBCN11,9780444520142,Hyperkinetic Movement Disorders,2011,0072-9752,Handbook of Clinical Neurology,100C,Elsevier,"William J. Weiner, Eduardo Tolosa",13-Apr-2011,http://www.sciencedirect.com/science/book/9780444520142
S&T,eBook - Neuroscience 2011,EBCN11,9780080450315,Muscular Dystrophies,2011,0072-9752,Handbook of Clinical Neurology,101C,Elsevier,"Robert C. Griggs, Anthony A. Amato",13-Apr-2011,http://www.sciencedirect.com/science/book/9780080450315
S&T,eBook - Chemical Engineering 2011,EBCCE11,9780444538956,21st European Symposium on Computer Aided Process Engineering,2011,1570-7946,Computer Aided Chemical Engineering,29C,Elsevier,"E.N. Pistikopoulos, M.C. Georgiadis, A.C. Kokossis",12-Jun-2011,http://www.sciencedirect.com/science/book/9780444538956
S&T,eBook - Earth and Planetary Sciences 2011,EBCEPS11,9780444537966,Physical Properties of Rocks,2011,1567-8032,Handbook of Petroleum Exploration and Production,8C,Elsevier,J.H. Schon,12-Jun-2011,http://www.sciencedirect.com/science/book/9780444537966
S&T,eBook - Chemistry 2011,EBCC11,9780444538925,Pyrolysis ? GC/MS Data Book of Synthetic Polymers,2012,,,,Elsevier,Shin Tsuge And Hajima Ohtani And Chuichi Watanabe,12-Aug-2011,http://www.sciencedirect.com/science/book/9780444538925
S&T,eBook - Computer Science 2011,EBCCS11,9780123855022,Design Research through Practice,2012,,,,Morgan Kaufmann,"Ilpo Koskinen, John Zimmerman, Thomas Binder, Johan Redstrom and Stephan Wensveen",12-Aug-2011,http://www.sciencedirect.com/science/book/9780123855022
S&T,eBook - Engineering 2011,EBCE11,9780123860019,Electrical Engineering 101 (Third Edition),2012,,,,Newnes,Darren Ashby,12-Aug-2011,http://www.sciencedirect.com/science/book/9780123860019
S&T,eBook - Engineering 2011,EBCE11,9780080971506,Practical Ship Hydrodynamics (Second Edition),2012,,,,Butterworth-Heinemann,Volker Bertram,12-Aug-2011,http://www.sciencedirect.com/science/book/9780080971506
S&T,eBook - Finance 2011,EBCF11,9780123854858,"Mergers, Acquisitions, and Other Restructuring Activities (Sixth Edition)",2011,,,,Academic Press,Donald DePamphilis,12-Aug-2011,http://www.sciencedirect.com/science/book/9780123854858
S&T,eBook - Medicine and Dentistry 2011,EBCMD11,9780123849991,DNA Repair in Cancer Therapy,2012,,,,Academic Press,Mark R. Kelley,12-Aug-2011,http://www.sciencedirect.com/science/book/9780123849991
S&T,eBook - Materials Science 2011,EBCMS11,9781437778632,Assessing Nanoparticle Risks to Human Health,2011,,,,William Andrew Publishing,Gurumurthy Ramachandran,12-Aug-2011,http://www.sciencedirect.com/science/book/9781437778632
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2011",EBCPTPS11,9780123849649,Challenges in Delivery of Therapeutic Genomics and Proteomics,2010,,,,Elsevier,Ambikanandan Misra,12-Aug-2011,http://www.sciencedirect.com/science/book/9780123849649
S&T,eBook - Chemistry 2011,EBCC11,9780123736284,Gas Chromatography and Mass Spectrometry (Second Edition),2010,,,,Academic Press,"O David Sparkman, Zelda Penton and Fulton G. Kitson",11-Mar-2011,http://www.sciencedirect.com/science/book/9780123736284
HS,eBook - Clinical Medicine 2011,EBCCM11,9781437717037,Therapy in Sleep Medicine,2012,,,,W.B. Saunders,,10-Nov-2011,http://www.sciencedirect.com/science/book/9781437717037
HS,eBook - Health Professions 2011,EBCHP11,9780323072014,Cognition and Acquired Language Disorders,2012,,,,Mosby,,10-Nov-2011,http://www.sciencedirect.com/science/book/9780323072014
HS,eBook - Health Professions 2011,EBCHP11,9780323066990,Communication Disorders in Multicultural and International Populations (Fourth Edition),2012,,,,Mosby,,10-Nov-2011,http://www.sciencedirect.com/science/book/9780323066990
HS,eBook - Veterinary Medicine 2011,EBCVM11,9781437708677,Equine Surgery (Fourth Edition),2012,,,,W.B. Saunders,,10-Nov-2011,http://www.sciencedirect.com/science/book/9781437708677
S&T,eBook - Engineering 2011,EBCE11,9780080969923,Starting Electronics (Fourth Edition),2011,,,,Newnes,Keith Brindley,10-Nov-2011,http://www.sciencedirect.com/science/book/9780080969923
S&T,eBook - Environmental Science 2011,EBCES11,9780123870209,Bayesian Population Analysis using WinBUGS,2012,,,,Academic Press,Marc Kery and Michael Schaub,10-Nov-2011,http://www.sciencedirect.com/science/book/9780123870209
S&T,eBook - Psychology 2011,EBCP11,9781856176989,Workplace Violence,2010,,,,Butterworth-Heinemann,Kim M. Kerr,10-Jun-2011,http://www.sciencedirect.com/science/book/9781856176989
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2011",EBCPTPS11,9781437734638,Human Toxicology of Chemical Mixtures (Second Edition),2011,,,,William Andrew Publishing,Harold Zeliger,10-Jun-2011,http://www.sciencedirect.com/science/book/9781437734638
S&T,eBook - Computer Science 2011,EBCCS11,9780123809308,Thoughts on Interaction Design (Second Edition),2011,,,,Morgan Kaufmann,Jon Kolko,10-Feb-2012,http://www.sciencedirect.com/science/book/9780123809308
S&T,eBook - Environmental Science 2011,EBCES11,9780444515544,Lead and Public Health,2011,1875-1121,Trace Metals and other Contaminants in the Environment,10C,Elsevier,,10-Aug-2011,http://www.sciencedirect.com/science/book/9780444515544
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2011",EBCBGMB11,9780123751386,Therapeutic Applications of Quadruplex Nucleic Acids,2012,,,,Academic Press,Stephen Neidle,09-Sep-2011,http://www.sciencedirect.com/science/book/9780123751386
S&T,eBook - Chemistry 2011,EBCC11,9780123749932,Key Concepts in Environmental Chemistry,2012,,,,Academic Press,Grady Hanrahan,09-Sep-2011,http://www.sciencedirect.com/science/book/9780123749932
S&T,eBook - Chemical Engineering 2011,EBCCE11,9781437778694,Sittig's Handbook of Toxic and Hazardous Chemicals and Carcinogens (Sixth Edition),2012,,,,William Andrew Publishing,Richard P. Pohanish,09-Sep-2011,http://www.sciencedirect.com/science/book/9781437778694
S&T,eBook - Computer Science 2011,EBCCS11,9780123869852,OCEB Certification Guide,2012,,,,Morgan Kaufmann,"Tim Weilkiens, Christian  Weiss And Andrea Grass",09-Sep-2011,http://www.sciencedirect.com/science/book/9780123869852
S&T,eBook - Energy 2011,EBCEN11,9780123869364,Polymer Electrolyte Fuel Cell Degradation,2012,,,,Academic Press,"Matthew Mench, Emin Caglan Kumbur And T. Nejat Veziroglu",09-Sep-2011,http://www.sciencedirect.com/science/book/9780123869364
S&T,eBook - Environmental Science 2011,EBCES11,9780123850362,Digital Terrain Analysis in Soil Science and Geology,2012,,,,Academic Press,Igor Florinsky,09-Sep-2011,http://www.sciencedirect.com/science/book/9780123850362
S&T,eBook - Environmental Science 2011,EBCES11,9780123918864,Environmental Data Analysis with MatLab,2012,,,,Elsevier,William Menke And Joshua Menke,09-Sep-2011,http://www.sciencedirect.com/science/book/9780123918864
S&T,eBook - Forensics 2011,EBCFOR11,9780123884374,Comparative Osteology,2012,,,,Academic Press,Bradley Adams And Pam Crabtree,09-Sep-2011,http://www.sciencedirect.com/science/book/9780123884374
S&T,eBook - Neuroscience 2011,EBCN11,9780123750976,Handbook of Neuroendocrinology,2012,,,,Academic Press,"George Fink, Donald W. Pfaff and Jon Levine",09-Sep-2011,http://www.sciencedirect.com/science/book/9780123750976
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2011",EBCBGMB11,9780123740168,Atlas of Zebrafish Development,2012,,,,Academic Press,"Robert Bryson-Richardson, Silke Berger and Peter Currie",09-Sep-2011,http://www.sciencedirect.com/science/book/9780123740168
S&T,eBook - Chemical Engineering 2011,EBCCE11,9780444537782,Solvent Extraction,2012,,,,Elsevier,Vladimir S Kislik,09-Sep-2011,http://www.sciencedirect.com/science/book/9780444537782
S&T,eBook - Engineering 2011,EBCE11,9780124157798,Overview of Industrial Process Automation,2011,,,,Elsevier,K.L.S. Sharma,09-Sep-2011,http://www.sciencedirect.com/science/book/9780124157798
S&T,eBook - Computer Science 2011,EBCCS11,9781597497299,Coding for Penetration Testers,2012,,,,Syngress,Jason Andress And Ryan Linn,09-Sep-2011,http://www.sciencedirect.com/science/book/9781597497299
S&T,eBook - Earth and Planetary Sciences 2011,EBCEPS11,9780120885428,Storm and Cloud Dynamics,2011,0074-6142,International Geophysics,99C,Academic Press,"William Cotton, George Bryan, Susan van den Heever",09-Oct-2010,http://www.sciencedirect.com/science/book/9780120885428
S&T,eBook - Earth and Planetary Sciences 2011,EBCEPS11,9780444536457,"The Sea of Lost Opportunity: North Sea Oil and Gas, British Industry and the Offshore Supplies Office",2011,1567-8032,Handbook of Petroleum Exploration and Production,7C,Elsevier,Norman J. Smith,09-Jul-2011,http://www.sciencedirect.com/science/book/9780444536457
S&T,eBook - Chemistry 2011,EBCC11,9780080453293,Supercritical Fluids and Organometallic Compounds,2011,,Supercritical Fluid Science and Technology,1C,Elsevier,Can Erkey,09-Dec-2011,http://www.sciencedirect.com/science/book/9780080453293
S&T,eBook - Earth and Planetary Sciences 2011,EBCEPS11,9780123850225,Statistical Methods in the Atmospheric Sciences,2011,0074-6142,International Geophysics,100C,Academic Press,Daniel S. Wilks,08-May-2011,http://www.sciencedirect.com/science/book/9780123850225
S&T,eBook - Chemical Engineering 2011,EBCCE11,9780123850997,Biofuels,2011,,,,Academic Press,"Ashok Pandey, Christian Larroche, Steven C. Ricke, Claude-Gilles Dussap and Edgard Gnansounou",08-Jul-2011,http://www.sciencedirect.com/science/book/9780123850997
S&T,eBook - Computer Science 2011,EBCCS11,9780123849236,Deploying Next Generation Multicast-enabled Applications,2011,,,,Morgan Kaufmann,Vinod Joseph and Srinivas Mulugu,08-Jul-2011,http://www.sciencedirect.com/science/book/9780123849236
S&T,eBook - Computer Science 2011,EBCCS11,9781597496551,The Basics of Hacking and Penetration Testing,2011,,,,Syngress,Patrick Engebretson,08-Jul-2011,http://www.sciencedirect.com/science/book/9781597496551
S&T,eBook - Engineering 2011,EBCE11,9780123858689,Advanced Well Completion Engineering (Third Edition),2011,,,,Gulf Professional Publishing,Wan Renpu,08-Jul-2011,http://www.sciencedirect.com/science/book/9780123858689
S&T,eBook - Engineering 2011,EBCE11,9781437744712,Firewater Pumps at Industrial Facilities (Second Edition),2011,,,,William Andrew Publishing,Dennis P. Nolan,08-Jul-2011,http://www.sciencedirect.com/science/book/9781437744712
S&T,eBook - Engineering 2011,EBCE11,9780080964478,Nanotechnology,2010,,Micro and Nano Technologies,,William Andrew Publishing,Jeremy Ramsden,08-Jul-2011,http://www.sciencedirect.com/science/book/9780080964478
S&T,eBook - Finance 2011,EBCF11,9780123748409,An Introduction to Trading in the Financial Markets,2011,,,,Academic Press,"R. ""Tee"" Williams",08-Jul-2011,http://www.sciencedirect.com/science/book/9780123748409
S&T,eBook - Forensics 2011,EBCFOR11,9781597496278,Penetration Tester's Open Source Toolkit (Third Edition),2011,,,,Syngress,Jeremy Faircloth,08-Jul-2011,http://www.sciencedirect.com/science/book/9781597496278
S&T,eBook - Immunology and Microbiology 2011,EBCIM11,9780123878113,Haemaphysalis Ticks of India,2011,,,,Elsevier,G. Geevarghese And A.C. Mishra,08-Jul-2011,http://www.sciencedirect.com/science/book/9780123878113
S&T,eBook - Psychology 2011,EBCP11,9780123850799,Foundations of Professional Psychology,2011,,,,Elsevier,Timothy P. Melchert,08-Jul-2011,http://www.sciencedirect.com/science/book/9780123850799
HS,eBook - Clinical Medicine 2011,EBCCM11,9780323073677,Sclerotherapy (Fifth Edition),2011,,,,W.B. Saunders,,08-Feb-2011,http://www.sciencedirect.com/science/book/9780323073677
HS,eBook - Health Professions 2011,EBCHP11,9780323029483,Geriatric Physical Therapy (Third Edition),2012,,,,Mosby,,08-Feb-2011,http://www.sciencedirect.com/science/book/9780323029483
HS,eBook - Health Professions 2011,EBCHP11,9780443069154,Rehabilitation Outcome Measures,2010,,,,Churchill Livingstone,,08-Feb-2011,http://www.sciencedirect.com/science/book/9780443069154
HS,eBook - Veterinary Medicine 2011,EBCVM11,9780721681788,Canine and Feline Nephrology and Urology (Second Edition),2011,,,,W.B. Saunders,,08-Feb-2011,http://www.sciencedirect.com/science/book/9780721681788
HS,eBook - Veterinary Medicine 2011,EBCVM11,9781416060697,Diagnosis and Management of Lameness in the Horse (Second Edition),2011,,,,W.B. Saunders,,08-Feb-2011,http://www.sciencedirect.com/science/book/9781416060697
HS,eBook - Veterinary Medicine 2011,EBCVM11,9781437706512,Handbook of Veterinary Neurology (Fifth Edition),2011,,,,W.B. Saunders,,08-Feb-2011,http://www.sciencedirect.com/science/book/9781437706512
HS,eBook - Veterinary Medicine 2011,EBCVM11,9781416056638,Small Animal Dermatology (Third Edition),2011,,,,W.B. Saunders,,08-Feb-2011,http://www.sciencedirect.com/science/book/9781416056638
S&T,eBook - Computer Science 2011,EBCCS11,9780123850034,API Design for C++,2011,,,,Morgan Kaufmann,Martin Reddy,08-Feb-2011,http://www.sciencedirect.com/science/book/9780123850034
S&T,eBook - Computer Science 2011,EBCCS11,9780123849885,GPU Computing Gems Emerald Edition,2011,,Applications of GPU Computing Series,,Morgan Kaufmann,Wen-mei W. Hwu,08-Feb-2011,http://www.sciencedirect.com/science/book/9780123849885
S&T,eBook - Agricultural and Biological Sciences 2011,EBCABS11,9780123756886,Nuts and Seeds in Health and Disease Prevention,2011,,,,Academic Press,"Victor R. Preedy, Ronald Ross Watson and Vinood B. Patel",08-Apr-2011,http://www.sciencedirect.com/science/book/9780123756886
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2011",EBCBGMB11,9780123334459,The Human Genome (Third Edition),2011,,,,Academic Press,Julia E. Richards and R. Scott Hawley,08-Apr-2011,http://www.sciencedirect.com/science/book/9780123334459
S&T,eBook - Computer Science 2011,EBCCS11,9780123820129,Effective Security Management (Fifth Edition),2011,,,,Butterworth-Heinemann,Charles A. Sennewald,08-Apr-2011,http://www.sciencedirect.com/science/book/9780123820129
S&T,eBook - Computer Science 2011,EBCCS11,9780123820945,Pervasive Information Architecture,2011,,,,Morgan Kaufmann,Andrea Resmini and Luca Rosati,08-Apr-2011,http://www.sciencedirect.com/science/book/9780123820945
S&T,eBook - Engineering 2011,EBCE11,9780080970639,Electronics Simplified (Third Edition),2011,,,,Newnes,Ian Sinclair,08-Apr-2011,http://www.sciencedirect.com/science/book/9780080970639
S&T,eBook - Forensics 2011,EBCFOR11,9781597495868,Digital Forensics with Open Source Tools,2010,,,,Syngress,Cory Altheide And Harlan Carvey,08-Apr-2011,http://www.sciencedirect.com/science/book/9781597495868
S&T,eBook - Medicine and Dentistry 2011,EBCMD11,9780123749949,Systemic Lupus Erythematosus (Fifth Edition),2011,,,,Academic Press,"George Tsokos, Jill P. Buyon, Takao Koike and Robert G. Lahita",08-Apr-2011,http://www.sciencedirect.com/science/book/9780123749949
S&T,eBook - Computer Science 2011,EBCCS11,9780123820280,Electronic Access Control,2012,,,,Butterworth-Heinemann,Thomas L. Norman,07-Oct-2011,http://www.sciencedirect.com/science/book/9780123820280
S&T,eBook - Computer Science 2011,EBCCS11,9780123849199,Private Cloud Computing,2012,,,,Morgan Kaufmann,Stephen R. Smoot and Nam K. Tan,07-Oct-2011,http://www.sciencedirect.com/science/book/9780123849199
S&T,eBook - Engineering 2011,EBCE11,9780080970950,Analogue Design and Simulation using OrCAD Capture and PSpice,2011,,,,Newnes,Dennis Fitzpatrick,07-Oct-2011,http://www.sciencedirect.com/science/book/9780080970950
S&T,eBook - Engineering 2011,EBCE11,9780123822437,Construction Calculations Manual,2011,,,,Butterworth-Heinemann,Sidney M Levy,07-Oct-2011,http://www.sciencedirect.com/science/book/9780123822437
S&T,eBook - Engineering 2011,EBCE11,9781437778779,Hermeticity of Electronic Packages (Second Edition),2011,,,,William Andrew Publishing,Hal Greenhouse,07-Oct-2011,http://www.sciencedirect.com/science/book/9781437778779
S&T,eBook - Engineering 2011,EBCE11,9780123838483,Petrophysics (Third Edition),2011,,,,Gulf Professional Publishing,Djebbar Tiab and Erle C. Donaldson,07-Oct-2011,http://www.sciencedirect.com/science/book/9780123838483
S&T,eBook - Engineering 2011,EBCE11,9781856179126,Theory of Aerospace Propulsion,2012,,Aerospace Engineering,,Butterworth-Heinemann,Pasquale M Sforza,07-Oct-2011,http://www.sciencedirect.com/science/book/9781856179126
S&T,eBook - Environmental Science 2011,EBCES11,9780123859341,Practical Handbook of Photovoltaics (Second Edition),2012,,,,Academic Press,"Augustin McEvoy, Tom Markvart and Luis Castaner",07-Oct-2011,http://www.sciencedirect.com/science/book/9780123859341
S&T,eBook - Engineering 2011,EBCE11,9781437778830,"Developments in Surface Contamination and Cleaning: Detection, Characterization, and Analysis of Contaminants",2012,,,,William Andrew Publishing,Rajiv Kohli And Kashmiri L. Mittal,07-Oct-2011,http://www.sciencedirect.com/science/book/9781437778830
S&T,eBook - Environmental Science 2011,EBCES11,9780123744609,Physiological Ecology of Forest Production,2011,1936-7961,Terrestrial Ecology,4C,Elsevier,,07-Oct-2010,http://www.sciencedirect.com/science/book/9780123744609
